ChocolateId,Company,Specific Bean Origin or Bar Name,ReviewDate,CocoaPercent,CompanyLocation,Rating,BeanType
CHOC1582,Starchild,Sambirano Valley,2015,70%,U.S.A.,3,Trinitario
CHOC1583,Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",2012,68%,Switzerland,2.75,Trinitario
CHOC1584,Stella (aka Bernrain),India,2011,72%,Switzerland,3.25, 
CHOC1585,Stone Grindz,"Ecuador, Midnight Dark",2014,84%,U.S.A.,3.5, 
CHOC1586,Stone Grindz,"Ecuador, Twilght Dark",2014,70%,U.S.A.,3.5, 
CHOC1587,StRita Supreme,"Samar, East Visayas region",2012,65%,U.S.A.,2.5, 
CHOC1588,StRita Supreme,"Samar, East Visayas region",2012,70%,U.S.A.,2.5, 
CHOC1589,StRita Supreme,"Samar, East Visayas region",2012,75%,U.S.A.,2.75, 
CHOC1590,Sublime Origins,Sambirano,2013,67%,U.S.A.,2.75,Trinitario
CHOC1591,Sublime Origins,Moho Valley,2013,78%,U.S.A.,3.25,Trinitario
CHOC1592,Summerbird,Peru,2016,61%,Denmark,2.5,"Criollo, Trinitario"
CHOC1593,Summerbird,Peru,2016,71%,Denmark,3,"Criollo, Trinitario"
CHOC1594,Suruca Chocolate,Venezuela,2016,70%,Venezuela,2.75, 
CHOC1595,Suruca Chocolate,Venezuela,2016,60%,Venezuela,3, 
CHOC1596,Svenska Kakaobolaget,Sri Lanka,2015,70%,Sweden,2.75,"Criollo, Trinitario"
CHOC1597,Szanto Tibor,Nacional,2015,70%,Hungary,3.25, 
CHOC1598,Szanto Tibor,Baracoa,2015,88%,Hungary,3.25,Trinitario
CHOC1599,Szanto Tibor,Ambolikapiky,2015,70%,Hungary,3.25,Trinitario
CHOC1600,Szanto Tibor,"Winak, Sumaco",2015,70%,Hungary,3.75,Forastero (Nacional)
CHOC1601,Szanto Tibor,"Ben Tre, Mekong Delta",2015,70%,Hungary,3.25,Trinitario
CHOC1602,Szanto Tibor,"Fazenda Sempre Firme, Bahia",2015,70%,Hungary,3.5,Forastero (Parazinho)
CHOC1603,Szanto Tibor,Porcelana,2014,70%,Hungary,3.5,Criollo
CHOC1604,Szanto Tibor,Baracoa,2014,70%,Hungary,3.75,Trinitario
CHOC1605,Szanto Tibor,"Autumn, Primary Harvest, 2012",2013,70%,Hungary,3.5,Criollo
CHOC1606,Szanto Tibor,"Spring, Secondary Harvest, 2012",2013,70%,Hungary,3.5,Criollo
CHOC1607,Szanto Tibor,Cacao Blanco,2013,70%,Hungary,3.25, 
CHOC1608,Szanto Tibor,Santo Domingo,2012,70%,Hungary,3.25, 
CHOC1609,Szanto Tibor,Millot Plantation,2012,70%,Hungary,3.25, 
CHOC1610,Szanto Tibor,"Ayacucho, ""El Guinacho""",2012,70%,Hungary,3.75, 
CHOC1611,Szanto Tibor,Crudo,2011,70%,Hungary,3, 
CHOC1612,Tabal,Costa Rica,2013,70%,U.S.A.,2.75, 
CHOC1613,Tabal,Dominican Republic,2013,70%,U.S.A.,2.75, 
CHOC1614,Tabal,"Chiapas, Lacandon Jungle",2013,70%,U.S.A.,2.5, 
CHOC1615,Tabal,Peru,2013,70%,U.S.A.,3, 
CHOC1616,Tablette (aka Vanillabeans),Colombia,2015,70%,Japan,3, 
CHOC1617,Tablette (aka Vanillabeans),Papua,2015,62%,Japan,3.25, 
CHOC1618,Tablette (aka Vanillabeans),Vietnam,2015,60%,Japan,3.25,Trinitario
CHOC1619,Tablette (aka Vanillabeans),Trinidad,2015,77%,Japan,2.75,Trinitario
CHOC1620,Tan Ban Skrati,"Paramaribo, batch 20160043-01",2016,70%,Suriname,3.25,Trinitario
CHOC1621,Taza,Belize,2014,68%,U.S.A.,3,Trinitario
CHOC1622,Taza,Alto Beni,2011,87%,U.S.A.,3.25, 
CHOC1623,Taza,Chiapan,2009,75%,U.S.A.,2.75, 
CHOC1624,Taza,"Dark, Stone Ground",2007,70%,U.S.A.,3, 
CHOC1625,TCHO,West Africa,2016,62%,U.S.A.,2,Forastero
CHOC1626,TCHO,Peru- Ecuador,2012,99%,U.S.A.,3.25, 
CHOC1627,TCHO,TCHOPro 60.5,2009,60%,U.S.A.,2.75, 
CHOC1628,TCHO,TCHOPro 68,2009,68%,U.S.A.,3, 
CHOC1629,TCHO,Chocolatey-beta,2008,70%,U.S.A.,2.5,Forastero
CHOC1630,TCHO,Fruity-beta,2008,70%,U.S.A.,2.5, 
CHOC1631,TCHO,Citrus-beta,2008,70%,U.S.A.,2.75, 
CHOC1632,TCHO,Nutty-beta,2008,70%,U.S.A.,2.5, 
CHOC1633,Tejas,Concepcion,2012,70%,U.S.A.,2.75, 
CHOC1634,Tejas,Bayou Blend,2012,70%,U.S.A.,3,Blend
CHOC1635,Tejas,Aranama,2012,70%,U.S.A.,3, 
CHOC1636,Tejas,Presidio,2012,70%,U.S.A.,3.5, 
CHOC1637,Tejas,"La Bahia, w/ cane juice",2012,70%,U.S.A.,3.25, 
CHOC1638,Tejas,Capistrano,2012,70%,U.S.A.,2, 
CHOC1639,Tejas,"La Bahia, w/ cane sugar",2012,70%,U.S.A.,3.25, 
CHOC1640,Tejas,San Jose,2012,70%,U.S.A.,2.75, 
CHOC1641,Tejas,Capistrano*,2012,70%,U.S.A.,3, 
CHOC1642,Tejas,Espada,2012,70%,U.S.A.,3.25, 
CHOC1643,Tejas,Espada,2012,70%,U.S.A.,2.75, 
CHOC1644,Tejas,Concepcion*,2012,80%,U.S.A.,3, 
CHOC1645,Tejas,San Jose,2012,67%,U.S.A.,3.25, 
CHOC1646,Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",2012,70%,U.S.A.,3.5,Forastero (Parazinho)
CHOC1647,Terroir,Peru,2015,70%,U.S.A.,2.75, 
CHOC1648,Terroir,Belize,2015,70%,U.S.A.,3.75,Trinitario
CHOC1649,Terroir,Madagascar,2015,70%,U.S.A.,3.75,Trinitario
CHOC1650,Terroir,Ecuador,2015,70%,U.S.A.,3.25, 
CHOC1651,Terroir,Oko Caribe,2015,70%,U.S.A.,3.5, 
CHOC1652,Terroir,Guatemala,2015,70%,U.S.A.,3.75,Trinitario
CHOC1653,Terroir,Ecuador,2014,77%,U.S.A.,3.25, 
CHOC1654,Terroir,Madagascar,2014,67%,U.S.A.,3.75,Trinitario
CHOC1655,Terroir,Uganda,2014,73%,U.S.A.,3.75,Forastero
CHOC1656,The Barn,Peru,2015,70%,Sweden,3, 
CHOC1657,Theo,Congo w/ nibs,2012,65%,U.S.A.,3.25,Forastero
CHOC1658,Theo,Madagascar,2007,65%,U.S.A.,3.5,Trinitario
CHOC1659,Theo,Ivory Coast,2007,75%,U.S.A.,2.5, 
CHOC1660,Theo,"Ghana, Kumasi",2007,84%,U.S.A.,3,Forastero
CHOC1661,Theo,"Venezuela; Barinos, Merida, Tachron",2007,91%,U.S.A.,2,Blend
CHOC1662,Theo,"Ghana, Panama, Ecuador",2007,75%,U.S.A.,3,Blend
CHOC1663,Theobroma,"Piura Select, Cacao Blanc",2015,70%,Japan,3.25, 
CHOC1664,Timo A. Meyer,"Belize, med roast",2016,72%,Germany,3.75,"Trinitario, TCGA"
CHOC1665,To'ak (Ecuatoriana),Manabi,2014,81%,Ecuador,3.25,Forastero (Nacional)
CHOC1666,Tobago Estate (Pralus),"Roxborough, Tobago",2012,70%,France,4,Trinitario
CHOC1667,Tocoti,"Wild Bolivian, Jungle Love",2012,77%,U.S.A.,3,Criollo
CHOC1668,Tocoti,Venezuela,2011,72%,U.S.A.,2.75, 
CHOC1669,Tocoti,Dominican Republic,2011,74%,U.S.A.,3, 
CHOC1670,Treehouse,Conacado,2014,72%,U.S.A.,3, 
CHOC1671,Tsara (Cinagra),"Ambanja, Tsara Valley",2011,72%,Madagascar,3.5, 
CHOC1672,twenty-four blackbirds,Oko Caribe,2015,75%,U.S.A.,2.75, 
CHOC1673,twenty-four blackbirds,"Cedeno, lot 271",2015,75%,U.S.A.,3.5, 
CHOC1674,twenty-four blackbirds,Madagascar,2014,75%,U.S.A.,3.5,Trinitario
CHOC1675,twenty-four blackbirds,Dominican Republic,2013,68%,U.S.A.,3.25, 
CHOC1676,twenty-four blackbirds,Palos Blancos,2013,75%,U.S.A.,2.5, 
CHOC1677,twenty-four blackbirds,Dominican Republic,2011,73%,U.S.A.,2.75, 
CHOC1678,Two Ravens,Peru,2016,60%,U.S.A.,3,Criollo
CHOC1679,Un Dimanche A Paris,Dominican Republic,2011,63%,France,3.75, 
CHOC1680,Undone,Matagalpa,2014,74%,U.S.A.,2.75, 
CHOC1681,Undone,Nourish,2014,70%,U.S.A.,3, 
CHOC1682,Upchurch,"Madagascar, Sassy Bar",2016,72%,U.S.A.,3,Trinitario
CHOC1683,Upchurch,"Tanzania, Party Bar",2016,72%,U.S.A.,3.25, 
CHOC1684,Urzi,"Sur del Lago, Merida",2014,65%,Italy,3.25,Trinitario
CHOC1685,Valrhona,"Piura, Illanka, Quemazon",2015,63%,France,4, 
CHOC1686,Valrhona,"Andoa, Grand Cru blend",2013,70%,France,3.5, 
CHOC1687,Valrhona,"Loma Sotavento, 2013",2013,64%,France,3.5, 
CHOC1688,Valrhona,"Otucan, Grand Cru",2012,69%,France,4, 
CHOC1689,Valrhona,Caraque,2011,56%,France,3.25, 
CHOC1690,Valrhona,"Porcelana, Pedegral",2011,64%,France,4,Criollo
CHOC1691,Valrhona,Tainori,2009,64%,France,3.75, 
CHOC1692,Valrhona,Alpaco,2009,66%,France,3.75, 
CHOC1693,Valrhona,Nyangbo,2009,68%,France,3.5,Forastero
CHOC1694,Valrhona,Araguani,2007,72%,France,3,Blend
CHOC1695,Valrhona,Chuao 2002 P.,2007,65%,France,3.75,Trinitario
CHOC1696,Valrhona,Manjari,2007,64%,France,4,"Criollo, Trinitario"
CHOC1697,Valrhona,Le Noir Extra Amer,2007,85%,France,1.5, 
CHOC1698,Valrhona,Abinao,2007,85%,France,2.5,Forastero
CHOC1699,Valrhona,Le Noir Amer,2007,71%,France,2.75,Forastero
CHOC1700,Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",2007,64%,France,3.25,Criollo (Porcelana)
CHOC1701,Valrhona,Caraibe,2006,66%,France,3,Trinitario
CHOC1702,Valrhona,Guanaja,2006,70%,France,4,"Criollo, Trinitario"
CHOC1703,Valrhona,Gran Couva 2005 P.,2006,64%,France,2.5,Trinitario
CHOC1704,Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",2006,64%,France,3,Criollo (Porcelana)
CHOC1705,Valrhona,"Sambirano, Ampamakia 2005, Millot P.",2006,64%,France,3.5,Trinitario
CHOC1706,Vanleer (Barry Callebaut),Manhattan,2012,72%,U.S.A.,2.5,Forastero
CHOC1707,Vanleer (Barry Callebaut),Napa,2012,65%,U.S.A.,2.75,Forastero
CHOC1708,Vao Vao (Chocolaterie Robert),Madagascar,2009,72%,Madagascar,2.75,Trinitario
CHOC1709,Vao Vao (Chocolaterie Robert),Madagascar,2009,76%,Madagascar,2.75,Trinitario
CHOC1710,Vao Vao (Chocolaterie Robert),Madagascar,2009,80%,Madagascar,2.75,Trinitario
CHOC1711,Vao Vao (Chocolaterie Robert),Madagascar,2009,70%,Madagascar,3,Trinitario
CHOC1712,Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,2009,68%,Madagascar,3,Trinitario
CHOC1713,Vao Vao (Chocolaterie Robert),Madagascar,2009,64%,Madagascar,3.25,Trinitario
CHOC1714,Vicuna,Palos Blancos,2015,70%,U.S.A.,3.25, 
CHOC1715,Vicuna,Palos Blancos + nibs,2015,70%,U.S.A.,3.25, 
CHOC1716,Videri,Dominican Republic,2014,90%,U.S.A.,3.25, 
CHOC1717,Videri,Trinidad,2014,75%,U.S.A.,3.5,Trinitario
CHOC1718,Videri,Mindo,2014,75%,U.S.A.,3.5, 
CHOC1719,Videri,Dark,2013,90%,U.S.A.,3.75, 
CHOC1720,Videri,Classic,2012,70%,U.S.A.,3.25, 
CHOC1721,Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",2012,70%,France,3.5,Trinitario
CHOC1722,Vintage Plantations,San Martin,2014,75%,U.S.A.,3, 
CHOC1723,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,100%,U.S.A.,2,Forastero (Arriba)
CHOC1724,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,90%,U.S.A.,2,Forastero (Arriba)
CHOC1725,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,75%,U.S.A.,3,Forastero (Arriba)
CHOC1726,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",2007,65%,U.S.A.,3,Forastero (Arriba)
CHOC1727,Violet Sky,Sambirano Valley,2015,77%,U.S.A.,2.75,Trinitario
CHOC1728,Violet Sky,Moho River Valley,2015,77%,U.S.A.,3,"Criollo, Trinitario"
CHOC1729,Violet Sky,Cuyagua,2015,77%,U.S.A.,3,Criollo
CHOC1730,Violet Sky,Peru,2015,77%,U.S.A.,3.25,"Criollo, Trinitario"
CHOC1731,Violet Sky,Cahabon,2015,77%,U.S.A.,2.75,Trinitario
CHOC1732,Vivra,Peru,2016,70%,U.S.A.,2.5, 
CHOC1733,Vivra,Ocumare,2016,70%,U.S.A.,2.5, 
CHOC1734,Vivra,Dominican Republic,2016,70%,U.S.A.,3, 
CHOC1735,Wellington Chocolate Factory,Conacado,2016,70%,New Zealand,3.5,Trinitario
CHOC1736,Wellington Chocolate Factory,"Piura Blanco, Norandino",2016,70%,New Zealand,3.5, 
CHOC1737,Whittakers,Ghana,2011,72%,New Zealand,2.5,Forastero
CHOC1738,Wilkie's Organic,Amazonas,2013,75%,Ireland,2.5,Criollo
CHOC1739,Wilkie's Organic,Amazonas,2013,89%,Ireland,2.75,Criollo
CHOC1740,Wilkie's Organic,Tumbes,2013,75%,Ireland,3.25,Criollo
CHOC1741,Wilkie's Organic,Amazonas w/ nibs,2013,75%,Ireland,2.75,Criollo
CHOC1742,Willie's Cacao,Los Llanos,2016,70%,U.K.,4, 
CHOC1743,Willie's Cacao,Los Llanos,2014,88%,U.K.,3,Trinitario
CHOC1744,Willie's Cacao,"Java, Indonesian Black",2013,100%,U.K.,2.25, 
CHOC1745,Willie's Cacao,Sambirano,2010,71%,U.K.,3,Trinitario
CHOC1746,Willie's Cacao,Hacienda Las Trincheras,2010,72%,U.K.,3.5, 
CHOC1747,Willie's Cacao,Java,2010,69%,U.K.,3.75, 
CHOC1748,Willie's Cacao,San Martin,2009,70%,U.K.,3, 
CHOC1749,Willie's Cacao,Rio Caribe,2009,72%,U.K.,3.25,Trinitario
CHOC1750,Wm,"Guasare, Zulia Prov., 2015, batch 124",2016,74%,U.S.A.,3,Criollo
CHOC1751,Wm,"Wild Beniano, 2016, batch 128, Heirloom",2016,76%,U.S.A.,3.5, 
CHOC1752,Wm,"Ghana, 2013, batch 129",2016,75%,U.S.A.,3.75, 
CHOC1753,Woodblock,"Maranon, Cajamarca",2014,70%,U.S.A.,3,Forastero (Nacional)
CHOC1754,Woodblock,"Camino Verde P., Balao, Guayas",2013,70%,U.S.A.,3.25, 
CHOC1755,Woodblock,Gran Couva,2013,70%,U.S.A.,3.5,Trinitario
CHOC1756,Woodblock,Ecuador,2012,70%,U.S.A.,2.5, 
CHOC1757,Woodblock,Costa Rica,2012,70%,U.S.A.,3, 
CHOC1758,Woodblock,Sambirano,2012,70%,U.S.A.,3.25,Trinitario
CHOC1759,Woodblock,Ocumare,2011,70%,U.S.A.,4, 
CHOC1760,Woodblock,La Red,2011,70%,U.S.A.,3.5, 
CHOC1761,Xocolat,Hispaniola,2013,66%,Domincan Republic,3, 
CHOC1762,Xocolla,"Sambirano, batch 170102",2017,70%,U.S.A.,2.75, 
CHOC1763,Xocolla,"Hispaniola, batch 170104",2017,70%,U.S.A.,2.5, 
CHOC1764,Zak's,"Papua New Guinea, Batch 2",2015,70%,U.S.A.,3, 
CHOC1765,Zak's,"Dominican Republic, Batch D2",2015,70%,U.S.A.,3.25, 
CHOC1766,Zak's,"Madagascar, Batch 2",2015,70%,U.S.A.,3.25,Trinitario
CHOC1767,Zak's,"Peru, Batch 1",2015,70%,U.S.A.,3.25, 
CHOC1768,Zak's,"Belize, Batch 2",2015,70%,U.S.A.,3.5,Trinitario
CHOC1769,Zak's,"House Blend, Batch 2",2015,60%,U.S.A.,3, 
CHOC1770,Zart Pralinen,"Millot P., Ambanja",2016,70%,Austria,3.5,"Criollo, Trinitario"
CHOC1771,Zart Pralinen,UNOCACE,2016,70%,Austria,2.75,Nacional (Arriba)
CHOC1772,Zart Pralinen,San Juan Estate,2016,85%,Austria,2.75,Trinitario
CHOC1773,Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,85%,Austria,3,"Criollo, Trinitario"
CHOC1774,Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,70%,Austria,3.5,"Criollo, Trinitario"
CHOC1775,Zart Pralinen,"San Juan Estate, Gran Couva",2016,78%,Austria,3.5,Trinitario
CHOC1776,Zokoko,Guadalcanal,2016,78%,Australia,3.75, 
CHOC1777,Zokoko,Goddess Blend,2016,65%,Australia,3.25, 
CHOC1778,Zokoko,Alto Beni,2011,68%,Australia,3.5, 
CHOC1779,Zokoko,Tokiala,2011,66%,Australia,3.5,Trinitario
CHOC1780,Zokoko,"Tranquilidad, Baures",2011,72%,Australia,3.75, 
CHOC1781,Zotter,Raw,2014,80%,Austria,2.75, 
CHOC1782,Zotter,"Bocas del Toro, Cocabo Co-op",2012,72%,Austria,3.5, 
CHOC1783,Zotter,Amazonas Frucht,2012,65%,Austria,3.5, 
CHOC1784,Zotter,"Satipo Pangoa region, 16hr conche",2012,70%,Austria,3,Criollo (Amarru)
CHOC1785,Zotter,"Satipo Pangoa region, 20hr conche",2012,70%,Austria,3.5,Criollo (Amarru)
CHOC1786,Zotter,"Loma Los Pinos, Yacao region, D.R.",2012,62%,Austria,3.75, 
CHOC1787,Zotter,El Oro,2012,75%,Austria,3,Forastero (Nacional)
CHOC1788,Zotter,Huiwani Coop,2012,75%,Austria,3,"Criollo, Trinitario"
CHOC1789,Zotter,El Ceibo Coop,2012,90%,Austria,3.25, 
CHOC1790,Zotter,Santo Domingo,2012,70%,Austria,3.75, 
CHOC1791,Zotter,"Kongo, Highlands",2012,68%,Austria,3.25,Forastero
CHOC1792,Zotter,"Indianer, Raw",2012,58%,Austria,3.5, 
CHOC1793,Zotter,Peru,2011,70%,Austria,3.75, 
CHOC1794,Zotter,Congo,2011,65%,Austria,3,Forastero
CHOC1795,Zotter,Kerala State,2011,65%,Austria,3.5,Forastero
CHOC1796,Zotter,Kerala State,2011,62%,Austria,3.25, 
CHOC1797,Zotter,"Brazil, Mitzi Blue",2010,65%,Austria,3, 
